0.236700581	0.59	-0.0135	-0.977	0.1	10	0.4	-0.005987141	-0.357888096
0.446406784	0.59	-0.0135	-1.004	0.1	10	0.4	-0.005987141	-0.361828583
0.812548465	0.59	-0.0135	-1.072	0.1	10	0.4	-0.006033382	-0.359625246
0.787041691	0.59	-0.0138	-1.07	0.1	10	0.4	-0.006189321	-0.340999476
0.761760087	0.59	-0.0142	-1.07	0.1	10	0.4	-0.006408557	-0.31333691
0.640832296	0.59	-0.0145	-1.07	0.1	10	0.4	-0.0066494	-0.264886027
0.375145464	0.59	-0.0153	-1.044	0.1	10	0.4	-0.006643365	-0.212635901
0.123234153	0.62	-0.0162	-0.987	0.1	10	0.4	-0.006453213	-0.235
0.043411415	0.64	-0.0172	-0.943	0.1	10	0.4	-0.006140812	-0.275
-0.01	0.66	-0.0183	-0.907	0.1	10	0.4	-0.005885562	-0.32002269
-0.060751956	0.68	-0.0206	-0.85	0.1	10	0.4	-0.005482807	-0.39079248
-0.012642632	0.68	-0.0231	-0.805	0.1	10	0.4	-0.005170406	-0.445685794
-0.204531189	0.68	-0.0296	-0.725	0.1	10	0.4	-0.004602755	-0.54543021
-0.309646485	0.68	-0.0363	-0.668	0.1	10	0.4	-0.004264991	-0.616177159
-0.551738077	0.68	-0.0493	-0.587	0.1	10	0.4	-0.0041	-0.713644569
-1.190853203	0.68	-0.061	-0.53	0.1	10	0.4	-0.004012358	-0.72475982
-2.603144859	0.68	-0.0798	-0.45	0.1	10	0.4	-0.003948349	-0.654293394
-3.410052435	0.68	-0.0935	-0.45	0.1	10	0.4	-0.003948349	-0.58
-4.367327059	0.73	-0.098	-0.45	0.1	10	0.4	-0.003948349	-0.5351
-5.138908859	0.78	-0.098	-0.45	0.1	10	0.4	-0.003948349	-0.51
-5.929008652	0.84	-0.098	-0.45	0.1	10	0.4	-0.003948349	-0.509475
-7.031521107	0.93	-0.098	-0.45	0.1	10	0.4	-0.003948349	-0.504722114
