3.046208954	-0.1	-0.015	-0.79	0.275	4.5	-0.005987141	-0.357888096
3.122259807	-0.1	-0.015	-0.79	0.275	4.5	-0.005987141	-0.361828583
3.13353788	-0.1	-0.015	-0.79	0.275	4.5	-0.006033382	-0.359625246
3.177330044	-0.1	-0.015	-0.79	0.275	4.5	-0.006189321	-0.340999476
3.240943793	-0.1	-0.015	-0.79	0.275	4.5	-0.006408557	-0.31333691
3.141209715	-0.1	-0.015	-0.79	0.275	4.5	-0.0066494	-0.264886027
3.091466631	-0.1	-0.022	-0.79	0.275	4.5	-0.006643365	-0.212635901
3.320922513	-0.1	-0.03	-0.79	0.275	4.5	-0.006453213	-0.235
3.57294218	-0.1	-0.038	-0.79	0.275	4.5	-0.006140812	-0.275
3.807893146	-0.1	-0.045	-0.79	0.275	4.5	-0.005885562	-0.32002269
4.135271251	-0.1	-0.055	-0.79	0.275	4.5	-0.005482807	-0.39079248
4.303308505	-0.1	-0.065	-0.79	0.275	4.5	-0.005170406	-0.445685794
4.644095703	-0.1	-0.095	-0.79	0.275	4.5	-0.004602755	-0.54543021
4.753984393	-0.1	-0.11	-0.79	0.275	4.5	-0.004264991	-0.616177159
4.273789926	-0.1	-0.138	-0.79	0.275	4.5	-0.004012358	-0.72475982
3.281205563	-0.1	-0.172	-0.79	0.275	4.5	-0.003948349	-0.654293394
2.448083952	-0.1	-0.197	-0.79	0.275	4.5	-0.003948349	-0.58
1.762091712	-0.1	-0.218	-0.765	0.275	4.5	-0.003948349	-0.5351
1.113620473	-0.1	-0.235	-0.711	0.275	4.5	-0.003948349	-0.51
0.438417871	-0.1	-0.255	-0.634	0.275	4.5	-0.003948349	-0.509475
-0.431872972	-0.1	-0.285	-0.529	0.275	4.5	-0.003948349	-0.504722114
